ID,new ID,Année,Num étape officiel,Num étape id,Nom étape,Ville départ,Pays départ,coordonnées départ,Ville arrivée,Pays Arrivée,Coordonnées Arrivée,km
E-1967-2,E-1967-2,1967,2,2,Saint-Malo - Caen,Saint-Malo,France,"48.649337,-2.025674",Caen,France,"49.182863,-0.370679",180
E-1967-3,E-1967-3,1967,3,3,Caen - Amiens,Caen,France,"49.182863,-0.370679",Amiens,France,"49.894067,2.295753",248
E-1967-4,E-1967-4,1967,4,4,Amiens - Roubaix,Amiens,France,"49.894067,2.295753",Roubaix,France,"50.692705,3.177847",191
E-1967-5a,E-1967-5,1967,5a,5,Roubaix - Jambes,Roubaix,France,"50.692705,3.177847",Jambes,Belgique,"50.456367,4.871877",172
E-1967-5b,E-1967-6,1967,5b,6,Jambes - Jambes,Jambes,Belgique,"50.456367,4.871877",Jambes,Belgique,"50.456367,4.871877",17
E-1967-6,E-1967-7,1967,6,7,Jambes - Metz,Jambes,Belgique,"50.456367,4.871877",Metz,France,"49.119666,6.176905",238
E-1967-7,E-1967-8,1967,7,8,Metz - Strasbourg,Metz,France,"49.119666,6.176905",Strasbourg,France,"48.583148,7.747882",205.5
E-1967-8,E-1967-9,1967,8,9,Strasbourg - Ballon d'Alsace,Strasbourg,France,"48.583148,7.747882",Ballon d'Alsace,France,"47.822893,6.84645",215
E-1967-9,E-1967-10,1967,9,10,Belfort - Divonne-les-Bains,Belfort,France,"47.639674,6.863849",Divonne-les-Bains,France,"46.358168,6.13604",238.5
E-1967-10,E-1967-11,1967,10,11,Divonne-les-Bains - Briançon,Divonne-les-Bains,France,"46.358168,6.13604",Briançon,France,"44.899416,6.643179",243
E-1967-11,E-1967-12,1967,11,12,Briançon - Digne-les-Bains,Briançon,France,"44.899416,6.643179",Digne-les-Bains,France,"44.092193,6.235976",197
E-1967-12,E-1967-13,1967,12,13,Digne-les-Bains - Marseille,Digne-les-Bains,France,"44.092193,6.235976",Marseille,France,"43.296482,5.36978",207.5
E-1967-13,E-1967-14,1967,13,14,Marseille - Carpentras,Marseille,France,"43.296482,5.36978",Carpentras,France,"44.055564,5.048722",211.5
E-1967-14,E-1967-15,1967,14,15,Carpentras - Sète,Carpentras,France,"44.055564,5.048722",Sète,France,"43.40215,3.696624",201.5
E-1967-15,E-1967-16,1967,15,16,Sète - Toulouse,Sète,France,"43.40215,3.696624",Toulouse,France,"43.604652,1.444209",230
E-1967-16,E-1967-17,1967,16,17,Toulouse - Luchon,Toulouse,France,"43.604652,1.444209",Luchon,France,"42.788963,0.592943",188
E-1967-17,E-1967-18,1967,17,18,Luchon - Pau,Luchon,France,"42.788963,0.592943",Pau,France,"43.2951,-0.370797",250
E-1967-18,E-1967-19,1967,18,19,Pau - Bordeaux,Pau,France,"43.2951,-0.370797",Bordeaux,France,"44.837789,-0.57918",206.5
E-1967-19,E-1967-20,1967,19,20,Bordeaux - Limoges,Bordeaux,France,"44.837789,-0.57918",Limoges,France,"45.833619,1.261105",217
E-1967-20,E-1967-21,1967,20,21,Limoges - Puy de Dôme,Limoges,France,"45.833619,1.261105",Puy de Dôme,France,"45.77207,2.96974",222
E-1967-21,E-1967-22,1967,21,22,Clermont-Ferrand - Fontainebleau,Clermont-Ferrand,France,"45.777222,3.087025",Fontainebleau,France,"48.404676,2.70162",359
E-1967-22a,E-1967-23,1967,22a,23,Fontainebleau - Versailles,Fontainebleau,France,"48.404676,2.70162",Versailles,France,"48.801408,2.130122",104
E-1967-22b,E-1967-24,1967,22b,24,Versailles - Paris,Versailles,France,"48.801408,2.130122",Paris,France,"48.856614,2.352222",46.6
E-1966-1,E-1966-1,1966,1,1,Nancy - Charleville-Mézières,Nancy,France,"48.692054,6.184417",Charleville-Mézières,France,"49.762085,4.726096",208.5
E-1966-2,E-1966-2,1966,2,2,Charleville-Mézières - Tournai,Charleville-Mézières,France,"49.762085,4.726096",Tournai,Belgique,"50.605606,3.388037",198
E-1966-3a,E-1966-3,1966,3a,3,Tournai - Tournai,Tournai,Belgique,"50.605606,3.388037",Tournai,Belgique,"50.605606,3.388037",21
E-1966-3b,E-1966-4,1966,3b,4,Tournai - Dunkerque,Tournai,Belgique,"50.605606,3.388037",Dunkerque,France,"51.03456,2.375202",131.5
E-1966-4,E-1966-5,1966,4,5,Dunkerque - Dieppe,Dunkerque,France,"51.03456,2.375202",Dieppe,France,"49.922992,1.077483",205
E-1966-5,E-1966-6,1966,5,6,Dieppe - Caen,Dieppe,France,"49.922992,1.077483",Caen,France,"49.182863,-0.370679",178.5
E-1966-6,E-1966-7,1966,6,7,Caen - Angers,Caen,France,"49.182863,-0.370679",Angers,France,"47.478419,-0.563166",216.5
E-1966-7,E-1966-8,1966,7,8,Angers - Royan,Angers,France,"47.478419,-0.563166",Royan,France,"45.623027,-1.043182",252.5
E-1966-8,E-1966-9,1966,8,9,Royan - Bordeaux,Royan,France,"45.623027,-1.043182",Bordeaux,France,"44.837789,-0.57918",137.5
E-1966-9,E-1966-10,1966,9,10,Bordeaux - Bayonne,Bordeaux,France,"44.837789,-0.57918",Bayonne,France,"43.492949,-1.474841",201
E-1966-10,E-1966-11,1966,10,11,Bayonne - Pau,Bayonne,France,"43.492949,-1.474841",Pau,France,"43.2951,-0.370797",234.5
E-1966-11,E-1966-12,1966,11,12,Pau - Luchon,Pau,France,"43.2951,-0.370797",Luchon,France,"42.788963,0.592943",188
E-1966-12,E-1966-13,1966,12,13,Luchon - Revel,Luchon,France,"42.788963,0.592943",Revel,France,"43.458611,2.004573",218.5
E-1966-13,E-1966-14,1966,13,14,Revel - Sète,Revel,France,"43.458611,2.004573",Sète,France,"43.40215,3.696624",191.5
E-1966-14a,E-1966-15,1966,14a,15,Montpellier - Aubenas,Montpellier,France,"43.610769,3.876716",Aubenas,France,"44.620909,4.389863",144
E-1966-14b,E-1966-16,1966,14b,16,Vals-les-Bains - Vals-les-Bains,Vals-les-Bains,France,"44.66515,4.36487",Vals-les-Bains,France,"44.66515,4.36487",20
E-1966-15,E-1966-17,1966,15,17,Privas - Le Bourg-d'Oisans,Privas,France,"44.735269,4.599039",Le Bourg-d'Oisans,France,"45.051951,6.030064",203.5
E-1966-16,E-1966-18,1966,16,18,Le Bourg-d'Oisans - Briançon,Le Bourg-d'Oisans,France,"45.051951,6.030064",Briançon,France,"44.899416,6.643179",148.5
E-1966-17,E-1966-19,1966,17,19,Briançon - Turin,Briançon,France,"44.899416,6.643179",Turin,Italie,"45.070982,7.685676",160
E-1966-18,E-1966-20,1966,18,20,Ivrée - Chamonix,Ivrée,Italie,"45.450284,7.903865",Chamonix,France,"45.923697,6.869433",188
E-1966-19,E-1966-21,1966,19,21,Chamonix-Saint-Étienne,Chamonix,France,"45.923697,6.869433",Saint-Étienne,France,"45.439695,4.387178",264.5
E-1966-20,E-1966-22,1966,20,22,Saint-Étienne - Montluçon,Saint-Étienne,France,"45.439695,4.387178",Montluçon,France,"46.339966,2.606645",223.5
E-1966-21,E-1966-23,1966,21,23,Montluçon - Orléans,Montluçon,France,"46.339966,2.606645",Orléans,France,"47.902964,1.909251",232.5
E-1966-22a,E-1966-24,1966,22a,24,Orléans - Rambouillet,Orléans,France,"47.902964,1.909251",Rambouillet,France,"48.643868,1.829079",111
E-1966-22b,E-1966-25,1966,22b,25,Rambouillet - Paris,Rambouillet,France,"48.643868,1.829079",Paris,France,"48.856614,2.352222",51.5
E-1964-1,E-1964-1,1964,1,1,Rennes - Lisieux,Rennes,France,"48.113475,-1.675708",Lisieux,France,"49.145922,0.227849",215
E-1964-2,E-1964-2,1964,2,2,Lisieux - Amiens,Lisieux,France,"49.145922,0.227849",Amiens,France,"49.894067,2.295753",208
E-1964-3a,E-1964-3,1964,3a,3,Amiens - Forest,Amiens,France,"49.894067,2.295753",Forest,Belgique,"50.8,4.316667",196.5
E-1964-3b,E-1964-4,1964,3b,4,Forest - Forest,Forest,Belgique,"50.8,4.316667",Forest,Belgique,"50.8,4.316667",21.3
E-1964-4,E-1964-5,1964,4,5,Forest - Metz,Forest,Belgique,"50.8,4.316667",Metz,France,"49.119666,6.176905",291.5
E-1964-5,E-1964-6,1964,5,6,Lunéville - Fribourg-en-Brisgau,Lunéville,France,"48.592237,6.492339",Fribourg-en-Brisgau,Allemagne,"47.999008,7.842104",161.5
E-1964-6,E-1964-7,1964,6,7,Fribourg-en-Brisgau - Besançon,Fribourg-en-Brisgau,Allemagne,"47.999008,7.842104",Besançon,France,"47.237829,6.024054",200
E-1964-7,E-1964-8,1964,7,8,Champagnole - Thonon-les-Bains,Champagnole,France,"46.74609,5.90573",Thonon-les-Bains,France,"46.373565,6.477635",195
E-1964-8,E-1964-9,1964,8,9,Thonon-les-Bains - Briançon,Thonon-les-Bains,France,"46.373565,6.477635",Briançon,France,"44.899416,6.643179",248.5
E-1964-9,E-1964-10,1964,9,10,Briançon - Monaco,Briançon,France,"44.899416,6.643179",Monaco,Monaco,"43.738418,7.424616",239
E-1964-10a,E-1964-11,1964,10a,11,Monaco - Hyères,Monaco,Monaco,"43.738418,7.424616",Hyères,France,"43.120541,6.128639",187.5
E-1964-10b,E-1964-12,1964,10b,12,Hyères - Toulon,Hyères,France,"43.120541,6.128639",Toulon,France,"43.124228,5.928",21
E-1964-11,E-1964-13,1964,11,13,Toulon - Montpellier,Toulon,France,"43.124228,5.928",Montpellier,France,"43.610769,3.876716",250
E-1964-12,E-1964-14,1964,12,14,Montpellier - Perpignan,Montpellier,France,"43.610769,3.876716",Perpignan,France,"42.698684,2.895872",174
E-1964-13,E-1964-15,1964,13,15,Perpignan - Andorre,Perpignan,France,"42.698684,2.895872",Andorre,France,"42.506285,1.521801",170
E-1964-14,E-1964-16,1964,14,16,Andorre - Toulouse,Andorre-la-Vieille,Andorre,"42.506317,1.521836",Toulouse,France,"43.604652,1.444209",186
E-1964-15,E-1964-17,1964,15,17,Toulouse - Luchon,Toulouse,France,"43.604652,1.444209",Luchon,France,"42.788963,0.592943",203
E-1964-16,E-1964-18,1964,16,18,Luchon - Pau,Luchon,France,"42.788963,0.592943",Pau,France,"43.2951,-0.370797",197
E-1964-17,E-1964-19,1964,17,19,Peyrehorade - Bayonne,Peyrehorade,France,"43.545627,-1.097208",Bayonne,France,"43.492949,-1.474841",42.5
E-1964-18,E-1964-20,1964,18,20,Bayonne - Bordeaux,Bayonne,France,"43.492949,-1.474841",Bordeaux,France,"44.837789,-0.57918",187
E-1964-19,E-1964-21,1964,19,21,Bordeaux - Brive,Bordeaux,France,"44.837789,-0.57918",Brive,France,"45.159555,1.533937",215.5
E-1964-20,E-1964-22,1964,20,22,Brive - Puy-de-Dôme,Brive,France,"45.159555,1.533937",Puy de Dôme,France,"45.77207,2.96974",237.5
E-1964-21,E-1964-23,1964,21,23,Clermont-Ferrand - Orléans,Clermont-Ferrand,France,"45.777222,3.087025",Orléans,France,"47.902964,1.909251",311
E-1964-22a,E-1964-24,1964,22a,24,Orléans - Versailles,Orléans,France,"47.902964,1.909251",Versailles,France,"48.801408,2.130122",118.5
E-1964-22b,E-1964-25,1964,22b,25,Versailles - Paris,Versailles,France,"48.801408,2.130122",Paris,France,"48.856614,2.352222",37.5
E-1963-1,E-1963-1,1963,1,1,Nogent-sur-Marne - Épernay,Nogent-sur-Marne,France,"48.837631,2.481699",Épernay,France,"49.043411,3.956242",152.5
E-1963-2a,E-1963-2,1963,2a,2,Reims - Jambes (Bel.),Reims,France,"49.258329,4.031696",Jambes,Belgique,"50.456367,4.871877",185.5
E-1963-2b,E-1963-3,1963,2b,3,Jambes - Jambes,Jambes,Belgique,"50.456367,4.871877",Jambes,Belgique,"50.456367,4.871877",21.5
E-1963-3,E-1963-4,1963,3,4,Jambes - Roubaix,Jambes,Belgique,"50.456367,4.871877",Roubaix,France,"50.692705,3.177847",223.5
E-1963-4,E-1963-5,1963,4,5,Roubaix - Rouen,Roubaix,France,"50.692705,3.177847",Rouen,France,"49.443232,1.099971",235.5
E-1963-5,E-1963-6,1963,5,6,Rouen - Rennes,Rouen,France,"49.443232,1.099971",Rennes,France,"48.113475,-1.675708",285
E-1963-6a,E-1963-7,1963,6a,7,Rennes - Angers,Rennes,France,"48.113475,-1.675708",Angers,France,"47.478419,-0.563166",118.5
E-1963-6b,E-1963-8,1963,6b,8,Angers - Angers,Angers,France,"47.478419,-0.563166",Angers,France,"47.478419,-0.563166",24.5
E-1963-7,E-1963-9,1963,7,9,Angers - Limoges,Angers,France,"47.478419,-0.563166",Limoges,France,"45.833619,1.261105",236
E-1963-8,E-1963-10,1963,8,10,Limoges - Bordeaux,Limoges,France,"45.833619,1.261105",Bordeaux,France,"44.837789,-0.57918",231.5
E-1963-9,E-1963-11,1963,9,11,Bordeaux - Pau,Bordeaux,France,"44.837789,-0.57918",Pau,France,"43.2951,-0.370797",202
E-1963-10,E-1963-12,1963,10,12,Pau - Bagnères-de-Bigorre,Pau,France,"43.2951,-0.370797",Bagnères-de-Bigorre,France,"43.065093,0.149105",148.5
E-1963-11,E-1963-13,1963,11,13,Bagnères-de-Bigorre - Luchon,Bagnères-de-Bigorre,France,"43.065093,0.149105",Luchon,France,"42.788963,0.592943",131
E-1963-12,E-1963-14,1963,12,14,Luchon - Toulouse,Luchon,France,"42.788963,0.592943",Toulouse,France,"43.604652,1.444209",207.5
E-1963-13,E-1963-15,1963,13,15,Toulouse - Aurillac,Toulouse,France,"43.604652,1.444209",Aurillac,France,"44.930953,2.444997",234
E-1963-14,E-1963-16,1963,14,16,Aurillac - Saint-Étienne,Aurillac,France,"44.930953,2.444997",Saint-Étienne,France,"45.439695,4.387178",236.5
E-1963-15,E-1963-17,1963,15,17,Saint-Étienne - Grenoble,Saint-Étienne,France,"45.439695,4.387178",Grenoble,France,"45.188529,5.724524",174
E-1963-16,E-1963-18,1963,16,18,Grenoble - Val-d'Isère,Grenoble,France,"45.188529,5.724524",Val-d'Isère,France,"45.448034,6.980226",202
E-1963-17,E-1963-19,1963,17,19,Val-d'Isère - Chamonix,Val-d'Isère,France,"45.448034,6.980226",Chamonix,France,"45.923697,6.869433",227.5
E-1963-18,E-1963-20,1963,18,20,Chamonix - Lons-le-Saunier,Chamonix,France,"45.923697,6.869433",Lons-le-Saunier,France,"46.671361,5.550796",225
E-1963-19,E-1963-21,1963,19,21,Arbois - Besançon,Arbois,France,"46.902851,5.772342",Besançon,France,"47.237829,6.024054",54.5
E-1963-20,E-1963-22,1963,20,22,Besançon - Troyes,Besançon,France,"47.237829,6.024054",Troyes,France,"48.296592,4.074735",233.5
E-1963-21,E-1963-23,1963,21,23,Troyes - Paris,Troyes,France,"48.296592,4.074735",Paris,France,"48.856614,2.352222",185.5
E-1962-1,E-1962-1,1962,1,1,Nancy - Spa (Bel.),Nancy,France,"48.692054,6.184417",Spa,Belgique,"50.49243,5.86432",253
E-1962-2a,E-1962-2,1962,2a,2,Spa - Herentals (Bel.),Spa,Belgique,"50.49243,5.86432",Herentals,Belgique,"51.176854,4.835595",147
E-1962-2b,E-1962-3,1962,2b,3,Herentals - Herentals,Herentals,Belgique,"51.176854,4.835595",Herentals,Belgique,"51.176854,4.835595",23
E-1962-3,E-1962-4,1962,3,4,Bruxelles (Bel.) - Amiens,Bruxelles,Belgique,"50.85034,4.35171",Amiens,France,"49.894067,2.295753",210
E-1962-4,E-1962-5,1962,4,5,Amiens - Le Havre,Amiens,France,"49.894067,2.295753",Le Havre,France,"49.49437,0.107929",196.5
E-1962-5,E-1962-6,1962,5,6,Pont-l'Évêque - Saint-Malo,Pont-l'Évêque,France,"49.284982,0.182766",Saint-Malo,France,"48.649337,-2.025674",215
E-1962-6,E-1962-7,1962,6,7,Dinard - Brest,Dinard,France,"48.633024,-2.055125",Brest,France,"48.390394,-4.486076",235.5
E-1962-7,E-1962-8,1962,7,8,Quimper - Saint-Nazaire,Quimper,France,"47.997542,-4.097899",Saint-Nazaire,France,"47.273498,-2.213848",201
E-1962-8a,E-1962-9,1962,8a,9,Saint-Nazaire - Luçon,Saint-Nazaire,France,"47.273498,-2.213848",Luçon,France,"46.454772,-1.167062",155
E-1962-8b,E-1962-10,1962,8b,10,Luçon - La Rochelle,Luçon,France,"46.454772,-1.167062",La Rochelle,France,"46.160329,-1.151139",43
E-1962-9,E-1962-11,1962,9,11,La Rochelle - Bordeaux,La Rochelle,France,"46.160329,-1.151139",Bordeaux,France,"44.837789,-0.57918",214
E-1962-10,E-1962-12,1962,10,12,Bordeaux - Bayonne,Bordeaux,France,"44.837789,-0.57918",Bayonne,France,"43.492949,-1.474841",184.5
E-1962-11,E-1962-13,1962,11,13,Bayonne - Pau,Bayonne,France,"43.492949,-1.474841",Pau,France,"43.2951,-0.370797",155.5
E-1962-12,E-1962-14,1962,12,14,Pau - Saint-Gaudens,Pau,France,"43.2951,-0.370797",Saint-Gaudens,France,"43.106895,0.723763",207.5
E-1962-13,E-1962-15,1962,13,15,Luchon - Superbagnères,Luchon,France,"42.788963,0.592943",Superbagnères,France,"42.768576,0.576927",18.5
E-1962-14,E-1962-16,1962,14,16,Luchon - Carcassonne,Luchon,France,"42.788963,0.592943",Carcassonne,France,"43.212161,2.353663",215
E-1962-15,E-1962-17,1962,15,17,Carcassonne - Montpellier,Carcassonne,France,"43.212161,2.353663",Montpellier,France,"43.610769,3.876716",196.5
E-1962-16,E-1962-18,1962,16,18,Montpellier - Aix-en-Provence,Montpellier,France,"43.610769,3.876716",Aix-en-Provence,France,"43.529742,5.447427",185
E-1962-17,E-1962-19,1962,17,19,Aix-en-Provence - Juan-les-Pins,Aix-en-Provence,France,"43.529742,5.447427",Juan-les-Pins,France,"43.571111,7.109444",201
E-1962-18,E-1962-20,1962,18,20,Juan-les-Pins - Briançon,Juan-les-Pins,France,"43.571111,7.109444",Briançon,France,"44.899416,6.643179",241.5
E-1962-19,E-1962-21,1962,19,21,Briançon - Aix-les-Bains,Briançon,France,"44.899416,6.643179",Aix-les-Bains,France,"45.692341,5.908998",204.5
E-1962-20,E-1962-22,1962,20,22,Bourgoin - Lyon,Bourgoin-Jallieu,France,"45.597108,5.27212",Lyon,France,"45.764043,4.835659",68
E-1962-21,E-1962-23,1962,21,23,Lyon - Pougues-les-Eaux,Lyon,France,"45.764043,4.835659",Pougues-les-Eaux,France,"47.072803,3.101573",232
E-1962-22,E-1962-24,1962,22,24,Nevers - Paris,Nevers,France,"46.990896,3.162845",Paris,France,"48.856614,2.352222",271
E-1961-1a,E-1961-1,1961,1a,1,Rouen - Versailles,Rouen,France,"49.443232,1.099971",Versailles,France,"48.801408,2.130122",136.5
E-1961-1b,E-1961-2,1961,1b,2,Versailles - Versailles,Versailles,France,"48.801408,2.130122",Versailles,France,"48.801408,2.130122",28.5
E-1961-2,E-1961-3,1961,2,3,Pontoise - Roubaix,Pontoise,France,"49.050966,2.100645",Roubaix,France,"50.692705,3.177847",230.5
E-1961-3,E-1961-4,1961,3,4,Roubaix - Charleroi (Bel.),Roubaix,France,"50.692705,3.177847",Charleroi,Belgique,"50.41081,4.444643",197.5
E-1961-4,E-1961-5,1961,4,5,Charleroi (Bel.) - Metz,Charleroi,Belgique,"50.41081,4.444643",Metz,France,"49.119666,6.176905",237.5
E-1961-5,E-1961-6,1961,5,6,Metz - Strasbourg,Metz,France,"49.119666,6.176905",Strasbourg,France,"48.583148,7.747882",221
E-1961-6,E-1961-7,1961,6,7,Strasbourg - Belfort,Strasbourg,France,"48.583148,7.747882",Belfort,France,"47.639674,6.863849",180.5
E-1961-7,E-1961-8,1961,7,8,Belfort - Chalon-sur-Saône,Belfort,France,"47.639674,6.863849",Chalon-sur-Saône,France,"46.780764,4.853947",214.5
E-1961-8,E-1961-9,1961,8,9,Chalon-sur-Saône - Saint-Étienne,Chalon-sur-Saône,France,"46.780764,4.853947",Saint-Étienne,France,"45.439695,4.387178",240.5
E-1961-9,E-1961-10,1961,9,10,Saint-Étienne - Grenoble,Saint-Étienne,France,"45.439695,4.387178",Grenoble,France,"45.188529,5.724524",230
E-1961-10,E-1961-11,1961,10,11,Grenoble - Turin,Grenoble,France,"45.188529,5.724524",Turin,Italie,"45.070982,7.685676",250.5
E-1961-11,E-1961-12,1961,11,12,Turin - Antibes,Turin,Italie,"45.070982,7.685676",Antibes,France,"43.580418,7.125102",225
E-1961-12,E-1961-13,1961,12,13,Antibes - Aix-en-Provence,Antibes,France,"43.580418,7.125102",Aix-en-Provence,France,"43.529742,5.447427",199
E-1961-13,E-1961-14,1961,13,14,Aix-en-Provence - Montpellier,Aix-en-Provence,France,"43.529742,5.447427",Montpellier,France,"43.610769,3.876716",177.5
E-1961-14,E-1961-15,1961,14,15,Montpellier - Perpignan,Montpellier,France,"43.610769,3.876716",Perpignan,France,"42.698684,2.895872",174
E-1961-15,E-1961-16,1961,15,16,Perpignan - Toulouse,Perpignan,France,"42.698684,2.895872",Toulouse,France,"43.604652,1.444209",206
E-1961-16,E-1961-17,1961,16,17,Toulouse - Superbagnères,Toulouse,France,"43.604652,1.444209",Superbagnères,France,"42.768576,0.576927",208
E-1961-17,E-1961-18,1961,17,18,Luchon - Pau,Luchon,France,"42.788963,0.592943",Pau,France,"43.2951,-0.370797",197
E-1961-18,E-1961-19,1961,18,19,Pau - Bordeaux,Pau,France,"43.2951,-0.370797",Bordeaux,France,"44.837789,-0.57918",207
E-1961-19,E-1961-20,1961,19,20,Bergerac - Périgueux,Bergerac,France,"44.853806,0.483392",Périgueux,France,"45.184029,0.721115",74.5
E-1961-20,E-1961-21,1961,20,21,Périgueux - Tours,Périgueux,France,"45.184029,0.721115",Tours,France,"47.394144,0.68484",309.5
E-1961-21,E-1961-22,1961,21,22,Tours - Paris,Tours,France,"47.394144,0.68484",Paris,France,"48.856614,2.352222",252.5
E-1960-1a,E-1960-1,1960,1a,1,Lille - Bruxelles (Bel.),Lille,France,"50.62925,3.057256",Bruxelles,Belgique,"50.85034,4.35171",108
E-1960-1b,E-1960-2,1960,1b,2,Bruxelles (Bel.) - Bruxelles (Bel.),Bruxelles,Belgique,"50.85034,4.35171",Bruxelles,Belgique,"50.85034,4.35171",28
E-1960-2,E-1960-3,1960,2,3,Bruxelles (Bel.) - Malo-les-Bains,Bruxelles,Belgique,"50.85034,4.35171",Malo-les-Bains,France,"51.046636,2.398274",208
E-1960-3,E-1960-4,1960,3,4,Malo-les-Bains - Dieppe,Malo-les-Bains,France,"51.046636,2.398274",Dieppe,France,"49.922992,1.077483",209
E-1960-4,E-1960-5,1960,4,5,Dieppe - Caen,Dieppe,France,"49.922992,1.077483",Caen,France,"49.182863,-0.370679",211
E-1960-5,E-1960-6,1960,5,6,Caen - Saint-Malo,Caen,France,"49.182863,-0.370679",Saint-Malo,France,"48.649337,-2.025674",189
E-1960-6,E-1960-7,1960,6,7,Saint-Malo - Lorient,Saint-Malo,France,"48.649337,-2.025674",Lorient,France,"47.748252,-3.370245",191
E-1960-7,E-1960-8,1960,7,8,Lorient - Angers,Lorient,France,"47.748252,-3.370245",Angers,France,"47.478419,-0.563166",244
E-1960-8,E-1960-9,1960,8,9,Angers - Limoges,Angers,France,"47.478419,-0.563166",Limoges,France,"45.833619,1.261105",240
E-1960-9,E-1960-10,1960,9,10,Limoges - Bordeaux,Limoges,France,"45.833619,1.261105",Bordeaux,France,"44.837789,-0.57918",225
E-1960-10,E-1960-11,1960,10,11,Mont-de-Marsan - Pau,Mont-de-Marsan,France,"43.893485,-0.499782",Pau,France,"43.2951,-0.370797",228
E-1960-11,E-1960-12,1960,11,12,Pau - Luchon,Pau,France,"43.2951,-0.370797",Luchon,France,"42.788963,0.592943",161
E-1960-12,E-1960-13,1960,12,13,Luchon - Toulouse,Luchon,France,"42.788963,0.592943",Toulouse,France,"43.604652,1.444209",176
E-1960-13,E-1960-14,1960,13,14,Toulouse - Millau,Toulouse,France,"43.604652,1.444209",Millau,France,"44.100575,3.077801",224
E-1960-14,E-1960-15,1960,14,15,Millau - Avignon,Millau,France,"44.100575,3.077801",Avignon,France,"43.949317,4.805528",217
E-1960-15,E-1960-16,1960,15,16,Avignon - Gap,Avignon,France,"43.949317,4.805528",Gap,France,"44.559638,6.079758",187
E-1960-16,E-1960-17,1960,16,17,Gap - Briançon,Gap,France,"44.559638,6.079758",Briançon,France,"44.899416,6.643179",172
E-1960-17,E-1960-18,1960,17,18,Briançon - Aix-les-Bains,Briançon,France,"44.899416,6.643179",Aix-les-Bains,France,"45.692341,5.908998",229
E-1960-18,E-1960-19,1960,18,19,Aix-les-Bains - Thonon-les-Bains,Aix-les-Bains,France,"45.692341,5.908998",Thonon-les-Bains,France,"46.373565,6.477635",215
E-1960-19,E-1960-20,1960,19,20,Pontarlier - Besançon,Pontarlier,France,"46.904104,6.354242",Besançon,France,"47.237829,6.024054",83
E-1960-20,E-1960-21,1960,20,21,Besançon - Troyes,Besançon,France,"47.237829,6.024054",Troyes,France,"48.296592,4.074735",229
E-1960-21,E-1960-22,1960,21,22,Troyes - Paris,Troyes,France,"48.296592,4.074735",Paris,France,"48.856614,2.352222",200
