ID,new ID,Année,Num étape officiel,Num étape id,Nom étape,Ville départ,Pays départ,coordonnées départ,Ville arrivée,Pays Arrivée,Coordonnées Arrivée,km
E-2004-Prologue,E-2004-0,2004,Prologue,0,Liège (Bel.) - Liège (Bel.),Liège,Belgique,"50.632557,5.579666",Liège,Belgique,"50.632557,5.579666",6.1
E-2004-1,E-2004-1,2004,1,1,Liège (Bel.) - Charleroi (Bel.),Liège,Belgique,"50.632557,5.579666",Charleroi,Belgique,"50.41081,4.444643",202
E-2004-2,E-2004-2,2004,2,2,Charleroi (Bel.) - Namur (Bel.),Charleroi,Belgique,"50.41081,4.444643",Namur,Belgique,"50.465328,4.867665",197
E-2004-3,E-2004-3,2004,3,3,Waterloo (Bel.) - Wasquehal,Waterloo,Belgique,"50.71543,4.395935",Wasquehal,France,"50.669276,3.130782",210
E-2004-4,E-2004-4,2004,4,4,Cambrai - Arras,Cambrai,France,"50.173538,3.236633",Arras,France,"50.291002,2.777535",64
E-2004-5,E-2004-5,2004,5,5,Amiens - Chartres,Amiens,France,"49.894067,2.295753",Chartres,France,"48.443854,1.489012",200
E-2004-6,E-2004-6,2004,6,6,Bonneval - Angers,Bonneval-sur-Arc,France,"48.181453,1.385289",Angers,France,"47.478419,-0.563166",196
E-2004-7,E-2004-7,2004,7,7,Châteaubriant - Saint-Brieuc,Châteaubriant,France,"47.720948,-1.376224",Saint-Brieuc,France,"48.51418,-2.765835",204
E-2004-8,E-2004-8,2004,8,8,Lamballe - Quimper,Lamballe,France,"48.468637,-2.517322",Quimper,France,"47.997542,-4.097899",168
E-2004-9,E-2004-9,2004,9,9,Saint-Léonard - Guéret,Saint-Léonard de Noblat,France,"45.83670,1.48621",Guéret,France,"46.169599,1.871452",160
E-2004-10,E-2004-10,2004,10,10,Limoges - Saint-Flour,Limoges,France,"45.833619,1.261105",Saint-Flour,France,"45.033026,3.094862",237
E-2004-11,E-2004-11,2004,11,11,Saint-Flour - Figeac,Saint-Flour,France,"45.033026,3.094862",Figeac,France,"44.608288,2.032871",164
E-2004-12,E-2004-12,2004,12,12,Castelsarrasin - La Mongie,Castelsarrasin,France,"44.039889,1.107132",La Mongie,France,"42.91,0.179167",197
E-2004-13,E-2004-13,2004,13,13,Lannemezan - Plateau de Beille,Lannemezan,France,"43.125519,0.38396",Plateau de Beille,France,"42.709683,1.702387",205
E-2004-14,E-2004-14,2004,14,14,Carcassonne - Nîmes,Carcassonne,France,"43.212161,2.353663",Nîmes,France,"43.836699,4.360054",192
E-2004-15,E-2004-15,2004,15,15,Valréas - Villard-de-Lans,Valréas,France,"44.383724,4.989187",Villard-de-Lans,France,"45.070641,5.55227",180
E-2004-16,E-2004-16,2004,16,16,Le Bourg-d'Oisans - L’Alpe d’Huez,Le Bourg-d'Oisans,France,"45.051951,6.030064",L’Alpe d’Huez,France,"45.092624,6.068348",15
E-2004-17,E-2004-17,2004,17,17,Le Bourg-d'Oisans - Le Grand Bornand,Le Bourg-d'Oisans,France,"45.051951,6.030064",Le Grand-Bornand,France,"45.942027,6.426699",204
E-2004-18,E-2004-18,2004,18,18,Annemasse - Lons-le-Saunier,Annemasse,France,"46.193253,6.234158",Lons-le-Saunier,France,"46.671361,5.550796",166
E-2004-19,E-2004-19,2004,19,19,Besançon - Besançon,Besançon,France,"47.237829,6.024054",Besançon,France,"47.237829,6.024054",55
E-2004-20,E-2004-20,2004,20,20,Montereau - Paris,Montereau,France,"48.384734,2.956193",Paris,France,"48.856614,2.352222",163
E-2003-Prologue,E-2003-0,2003,Prologue,0,Paris - Paris,Paris,France,"48.856614,2.352222",Paris,France,"48.856614,2.352222",6.5
E-2003-1,E-2003-1,2003,1,1,Montgeron - Meaux,Montgeron,France,"48.703859,2.460453",Meaux,France,"48.959396,2.879255",168
E-2003-2,E-2003-2,2003,2,2,La Ferté-sous-Jouarre - Sedan,La Ferté-sous-Jouarre,France,"48.950507,3.130059",Sedan,France,"49.70349,4.93863",204.5
E-2003-3,E-2003-3,2003,3,3,Charleville-Mézières - Saint-Dizier,Charleville-Mézières,France,"49.762085,4.726096",Saint-Dizier,France,"48.637692,4.947418",167.5
E-2003-4,E-2003-4,2003,4,4,Joinville - Saint-Dizier,Joinville,France,"48.44348,5.13769
",Saint-Dizier,France,"48.637692,4.947418",69
E-2003-5,E-2003-5,2003,5,5,Troyes - Nevers,Troyes,France,"48.296592,4.074735",Nevers,France,"46.990896,3.162845",196.5
E-2003-6,E-2003-6,2003,6,6,Nevers - Lyon,Nevers,France,"46.990896,3.162845",Lyon,France,"45.764043,4.835659",230
E-2003-7,E-2003-7,2003,7,7,Lyon - Morzine,Lyon,France,"45.764043,4.835659",Morzine,France,"46.179192,6.708877",230.5
E-2003-8,E-2003-8,2003,8,8,Sallanches - L’Alpe d’Huez,Sallanches,France,"45.936661,6.630557",L’Alpe d’Huez,France,"45.092624,6.068348",219
E-2003-9,E-2003-9,2003,9,9,Le Bourg-d'Oisans - Gap,Le Bourg-d'Oisans,France,"45.051951,6.030064",Gap,France,"44.559638,6.079758",184.5
E-2003-10,E-2003-10,2003,10,10,Gap - Marseille,Gap,France,"44.559638,6.079758",Marseille,France,"43.296482,5.36978",219.5
E-2003-11,E-2003-11,2003,11,11,Narbonne - Toulouse,Narbonne,France,"43.184277,3.003078",Toulouse,France,"43.604652,1.444209",153.5
E-2003-12,E-2003-12,2003,12,12,Gaillac - Cap découverte,Gaillac,France,"43.901816,1.896506","Cap découverte, Le Garric",France,"44.021237,2.144574",47
E-2003-13,E-2003-13,2003,13,13,Toulouse - Ax-3 Domaines,Toulouse,France,"43.604652,1.444209",Ax 3 Domaines,France,"42.699657,1.81283",197.5
E-2003-14,E-2003-14,2003,14,14,Saint-Girons - Loudenvielle,Saint-Girons,France,"42.982876,1.146088",Loudenvielle,France,"42.795702,0.412744",191.5
E-2003-15,E-2003-15,2003,15,15,Bagnères de Bigorre - Luz-Ardiden,Bagnères-de-Bigorre,France,"43.065093,0.149105",Luz-Ardiden,France,"42.885105,-0.061335",159.5
E-2003-16,E-2003-16,2003,16,16,Pau - Bayonne,Pau,France,"43.2951,-0.370797",Bayonne,France,"43.492949,-1.474841",197.5
E-2003-17,E-2003-17,2003,17,17,Dax - Bordeaux,Dax,France,"43.708608,-1.051945",Bordeaux,France,"44.837789,-0.57918",181
E-2003-18,E-2003-18,2003,18,18,Bordeaux - Saint-Maixent-l'École,Bordeaux,France,"44.837789,-0.57918",Saint-Maixent-l'École,France,"46.413165,-0.20341",203.5
E-2003-19,E-2003-19,2003,19,19,Pornic - Nantes,Pornic,France,"47.115491,-2.104444",Nantes,France,"47.218371,-1.553621",49
E-2003-20,E-2003-20,2003,20,20,Ville-d'Avray - Paris,Ville-d'Avray,France,"48.822936,2.181255",Paris,France,"48.856614,2.352222",152
E-2002-Prologue,E-2002-0,2002,Prologue,0,Luxembourg (Lux.) - Luxembourg (Lux.),Luxembourg,Luxembourg,"49.61162,6.13193",Luxembourg,Luxembourg,"49.61162,6.13193",6.5
E-2002-1,E-2002-1,2002,1,1,Luxembourg (Lux.) - Luxembourg (Lux.),Luxembourg,Luxembourg,"49.61162,6.13193",Luxembourg,Luxembourg,"49.61162,6.13193",195
E-2002-2,E-2002-2,2002,2,2,Luxembourg (Lux.) - Sarrebruck (All.),Luxembourg,Luxembourg,"49.61162,6.13193",Sarrebruck,Allemagne,"49.240157,6.996933",175
E-2002-3,E-2002-3,2002,3,3,Metz - Reims,Metz,France,"49.119666,6.176905",Reims,France,"49.258329,4.031696",185
E-2002-4,E-2002-4,2002,4,4,Épernay - Château-Thierry,Épernay,France,"49.043411,3.956242",Château-Thierry,France,"49.045987,3.40262",68
E-2002-5,E-2002-5,2002,5,5,Soissons - Rouen,Soissons,France,"49.376636,3.32342",Rouen,France,"49.443232,1.099971",198
E-2002-6,E-2002-6,2002,6,6,Forges-les-Eaux - Alençon,Forges-les-Eaux,France,"49.613311,1.545886",Alençon,France,"48.432856,0.091266",198
E-2002-7,E-2002-7,2002,7,7,Bagnoles-de-l'Orne - Avranches,Bagnoles-de-l'Orne,France,"48.558399,-0.415091",Avranches,France,"48.686843,-1.36166",162
E-2002-8,E-2002-8,2002,8,8,Saint-Martin-de-Landelles - Plouay,Saint-Martin-de-Landelles,France,"48.546107,-1.172382",Plouay,France,"47.915138,-3.334565",214
E-2002-9,E-2002-9,2002,9,9,Lanester - Lorient,Lanester,France,"47.763494,-3.347354",Lorient,France,"47.748252,-3.370245",55
E-2002-10,E-2002-10,2002,10,10,Bazas - Pau,Bazas,France,"44.430624,-0.211464",Pau,France,"43.2951,-0.370797",147
E-2002-11,E-2002-11,2002,11,11,Pau - La Mongie,Pau,France,"43.2951,-0.370797",La Mongie,France,"42.91,0.179167",158
E-2002-12,E-2002-12,2002,12,12,Lannemezan - Plateau de Beille,Lannemezan,France,"43.125519,0.38396",Plateau de Beille,France,"42.709683,1.702387",198
E-2002-13,E-2002-13,2002,13,13,Lavelanet - Béziers,Lavelanet,France,"42.937653,1.851472",Béziers,France,"43.344233,3.215795",166
E-2002-14,E-2002-14,2002,14,14,Lodève - Mont Ventoux,Lodève,France,"43.73366,3.313975",Mont Ventoux,France,"44.173925,5.283795",220
E-2002-15,E-2002-15,2002,15,15,Vaison-la-Romaine - Les Deux Alpes,Vaison-la-Romaine,France,"44.240968,5.075198",Les Deux Alpes,France,"45.010099,6.125578",226
E-2002-16,E-2002-16,2002,16,16,Les Deux Alpes - La Plagne,Les Deux Alpes,France,"45.010099,6.125578",La Plagne,France,"45.509874,6.659294",179
E-2002-17,E-2002-17,2002,17,17,Aime - Cluses,Aime,France,"45.555982,6.652126",Cluses,France,"46.06039,6.580582",141
E-2002-18,E-2002-18,2002,18,18,Cluses - Bourg-en-Bresse,Cluses,France,"46.06039,6.580582",Bourg-en-Bresse,France,"46.20279,5.219246",180
E-2002-19,E-2002-19,2002,19,19,Régnié-Durette - Mâcon,Régnié-Durette,France,"46.136803,4.64105",Mâcon,France,"46.306884,4.828731",52.5
E-2002-20,E-2002-20,2002,20,20,Melun - Paris,Melun,France,"48.542105,2.6554",Paris,France,"48.856614,2.352222",147
E-2001-Prologue,E-2001-0,2001,Prologue,0,Dunkerque - Dunkerque,Dunkerque,France,"51.03456,2.375202",Dunkerque,France,"51.03456,2.375202",8.2
E-2001-1,E-2001-1,2001,1,1,Saint-Omer - Boulogne-sur-Mer,Saint-Omer,France,"50.750115,2.252208",Boulogne-sur-Mer,France,"50.725231,1.613334",198
E-2001-2,E-2001-2,2001,2,2,Calais - Anvers (Bel.),Calais,France,"50.95129,1.858686",Anvers,Belgique,"51.219216,4.402882",200
E-2001-3,E-2001-3,2001,3,3,Anvers (Bel.) - Seraing (Bel.),Anvers,Belgique,"51.219216,4.402882",Seraing,Belgique,"50.583333,5.5",199
E-2001-4,E-2001-4,2001,4,4,Huy (Bel.) - Verdun,Huy,Belgique,"50.518715,5.239666",Verdun,France,"49.15894,5.386757",210
E-2001-5,E-2001-5,2001,5,5,Verdun - Bar-le-Duc,Verdun,France,"49.15894,5.386757",Bar-le-Duc,France,"48.773605,5.158238",67
E-2001-6,E-2001-6,2001,6,6,Commercy - Strasbourg,Commercy,France,"48.763802,5.592348",Strasbourg,France,"48.583148,7.747882",220
E-2001-7,E-2001-7,2001,7,7,Strasbourg - Colmar,Strasbourg,France,"48.583148,7.747882",Colmar,France,"48.079359,7.358512",162
E-2001-8,E-2001-8,2001,8,8,Colmar - Pontarlier,Colmar,France,"48.079359,7.358512",Pontarlier,France,"46.904104,6.354242",220
E-2001-9,E-2001-9,2001,9,9,Pontarlier - Aix-les-Bains,Pontarlier,France,"46.904104,6.354242",Aix-les-Bains,France,"45.692341,5.908998",185
E-2001-10,E-2001-10,2001,10,10,Aix-les-Bains - L’Alpe d’Huez,Aix-les-Bains,France,"45.692341,5.908998",L’Alpe d’Huez,France,"45.092624,6.068348",208
E-2001-11,E-2001-11,2001,11,11,Grenoble - Chamrousse,Grenoble,France,"45.188529,5.724524",Chamrousse,France,"45.117225,5.877747",32
E-2001-12,E-2001-12,2001,12,12,Perpignan - Ax-les-Thermes,Perpignan,France,"42.698684,2.895872",Ax-les-Thermes,France,"42.720254,1.837545",166
E-2001-13,E-2001-13,2001,13,13,Foix - Saint-Lary-Soulan,Foix,France,"42.964127,1.605232","Pla d'Adet, Saint-Lary-Soulan",France,"42.812512,0.295192",194
E-2001-14,E-2001-14,2001,14,14,Tarbes - Luz-Ardiden,Tarbes,France,"43.232951,0.078082",Luz-Ardiden,France,"42.885105,-0.061335",144
E-2001-15,E-2001-15,2001,15,15,Pau - Lavaur,Pau,France,"43.2951,-0.370797",Lavaur,France,"43.699185,1.820699",226
E-2001-16,E-2001-16,2001,16,16,Castelsarrasin - Sarran,Castelsarrasin,France,"44.039889,1.107132",Sarran,France,"45.408167,1.935675",224
E-2001-17,E-2001-17,2001,17,17,Brive-la-Gaillarde - Montluçon,Brive-la-Gaillarde,France,"45.159555,1.533937",Montluçon,France,"46.339966,2.606645",200
E-2001-18,E-2001-18,2001,18,18,Montluçon - Saint-Amand-Montrond,Montluçon,France,"46.339966,2.606645",Saint-Amand-Montrond,France,"46.725486,2.505604",61
E-2001-19,E-2001-19,2001,19,19,Orléans - Evry,Orléans,France,"47.902964,1.909251",Evry,France,"48.629828,2.441782",160
E-2001-20,E-2001-20,2001,20,20,Corbeil-Essonnes - Paris,Corbeil-Essonnes,France,"48.61026,2.474805",Paris,France,"48.856614,2.352222",150
E-2000-1,E-2000-1,2000,1,1,Futuroscope - Futuroscope,"Futuroscope, Poitiers",France,"46.66680,0.36762","Futuroscope, Poitiers",France,"46.66680,0.36762",16.5
E-2000-2,E-2000-2,2000,2,2,Futuroscope - Loudun,"Futuroscope, Poitiers",France,"
46.66680,0.36762",Loudun,France,"47.008967,0.083183",194
E-2000-3,E-2000-3,2000,3,3,Loudun - Nantes,Loudun,France,"47.008967,0.083183",Nantes,France,"47.218371,-1.553621",161.5
E-2000-4,E-2000-4,2000,4,4,Nantes - Saint-Nazaire,Nantes,France,"47.218371,-1.553621",Saint-Nazaire,France,"47.273498,-2.213848",70
E-2000-5,E-2000-5,2000,5,5,Vannes - Vitré,Vannes,France,"47.658236,-2.760847",Vitré,France,"48.124746,-1.21543",202
E-2000-6,E-2000-6,2000,6,6,Vitré - Tours,Vitré,France,"48.124746,-1.21543",Tours,France,"47.394144,0.68484",198.5
E-2000-7,E-2000-7,2000,7,7,Tours - Limoges,Tours,France,"47.394144,0.68484",Limoges,France,"45.833619,1.261105",202.5
E-2000-8,E-2000-8,2000,8,8,Limoges - Villeneuve-sur-Lot,Limoges,France,"45.833619,1.261105",Villeneuve-sur-Lot,France,"44.407126,0.703561",203.5
E-2000-9,E-2000-9,2000,9,9,Agen - Dax,Agen,France,"44.203142,0.616363",Dax,France,"43.708608,-1.051945",220
E-2000-10,E-2000-10,2000,10,10,Dax - Lourdes-Hautacam,Dax,France,"43.708608,-1.051945",Hautacam,France,"42.972222,-0.0075",205
E-2000-11,E-2000-11,2000,11,11,Bagnères-de-Bigorre - Revel,Bagnères-de-Bigorre,France,"43.065093,0.149105",Revel,France,"43.458611,2.004573",218.5
E-2000-12,E-2000-12,2000,12,12,Carpentras - Mont Ventoux,Carpentras,France,"44.055564,5.048722",Mont Ventoux,France,"44.173925,5.283795",149
E-2000-13,E-2000-13,2000,13,13,Avignon - Draguignan,Avignon,France,"43.949317,4.805528",Draguignan,France,"43.537727,6.464993",185.5
E-2000-14,E-2000-14,2000,14,14,Draguignan - Briançon,Draguignan,France,"43.537727,6.464993",Briançon,France,"44.899416,6.643179",249.5
E-2000-15,E-2000-15,2000,15,15,Briançon - Courchevel,Briançon,France,"44.899416,6.643179",Courchevel,France,"45.4203,6.61409",173.5
E-2000-16,E-2000-16,2000,16,16,Courchevel - Morzine-Avoriaz,Courchevel,France,"45.4203,6.61409",Morzine-Avoriaz,France,"46.189683,6.776343",196.5
E-2000-17,E-2000-17,2000,17,17,Évian-les-Bains - Lausanne,Évian-les-Bains,France,"46.401488,6.590949",Lausanne,Suisse,"46.519962,6.633597",155
E-2000-18,E-2000-18,2000,18,18,Lausanne - Fribourg-en-Brisgau,Lausanne,Suisse,"46.519962,6.633597",Fribourg-en-Brisgau,Allemagne,"47.999008,7.842104",246.5
E-2000-19,E-2000-19,2000,19,19,Fribourg-en-Brisgau - Mulhouse,Fribourg-en-Brisgau,Allemagne,"47.999008,7.842104",Mulhouse,France,"47.750839,7.335888",58.5
E-2000-20,E-2000-20,2000,20,20,Belfort - Troyes,Belfort,France,"47.639674,6.863849",Troyes,France,"48.296592,4.074735",254.5
E-2000-21,E-2000-21,2000,21,21,Paris - Paris,Paris,France,"
48.856614,2.352222",Paris,France,"48.856614,2.352222",138
E-1999-Prologue,E-1999-0,1999,Prologue,0,Puy du Fou - Puy du Fou,Les Epesses,France,"46.884536,-0.899612",Les Epesses,France,"46.884536,-0.899612",7
E-1999-1,E-1999-1,1999,1,1,Montaigu - Challans,Montaigu,France,"46.974347,-1.313777",Challans,France,"46.844828,-1.880412",203
E-1999-2,E-1999-2,1999,2,2,Challans - Saint-Nazaire,Challans,France,"46.844828,-1.880412",Saint-Nazaire,France,"47.273498,-2.213848",176
E-1999-3,E-1999-3,1999,3,3,Nantes - Laval,Nantes,France,"47.218371,-1.553621",Laval,France,"48.077863,-0.770138",194.5
E-1999-4,E-1999-4,1999,4,4,Laval - Blois,Laval,France,"48.077863,-0.770138",Blois,France,"47.587952,1.336272",194.5
E-1999-5,E-1999-5,1999,5,5,Bonneval - Amiens,Bonneval-sur-Arc,France,"48.181453,1.385289",Amiens,France,"49.894067,2.295753",233.5
E-1999-6,E-1999-6,1999,6,6,Amiens - Maubeuge,Amiens,France,"49.894067,2.295753",Maubeuge,France,"50.280228,3.9674",171.5
E-1999-7,E-1999-7,1999,7,7,Avesnes-sur-Helpe - Thionville,Avesnes-sur-Helpe,France,"50.123589,3.926864",Thionville,France,"49.357571,6.168426",227
E-1999-8,E-1999-8,1999,8,8,Metz - Metz,Metz,France,"49.119666,6.176905",Metz,France,"49.119666,6.176905",56.5
E-1999-9,E-1999-9,1999,9,9,Le Grand-Bornand - Sestrières (Ita.),Le Grand-Bornand,France,"45.942027,6.426699",Sestrières,Italie,"44.9565,6.879234",213.5
E-1999-10,E-1999-10,1999,10,10,Sestrières (Ita.) - L’Alpe d’Huez,Sestrières,Italie,"44.9565,6.879234",L’Alpe d’Huez,France,"45.092624,6.068348",220.5
E-1999-11,E-1999-11,1999,11,11,Le Bourg-d'Oisans - Saint-Étienne,Le Bourg-d'Oisans,France,"45.051951,6.030064",Saint-Étienne,France,"45.439695,4.387178",198.5
E-1999-12,E-1999-12,1999,12,12,Saint-Galmier - Saint-Flour,Saint-Galmier,France,"45.590322,4.318391",Saint-Flour,France,"45.033026,3.094862",201.5
E-1999-13,E-1999-13,1999,13,13,Saint-Flour - Albi,Saint-Flour,France,"45.033026,3.094862",Albi,France,"43.926896,2.146343",236.5
E-1999-14,E-1999-14,1999,14,14,Castres - Saint-Gaudens,Castres,France,"43.606214,2.241295",Saint-Gaudens,France,"43.106895,0.723763",199
E-1999-15,E-1999-15,1999,15,15,Saint-Gaudens - Piau-Engaly,Saint-Gaudens,France,"43.106895,0.723763",Piau-Engaly,France,"42.784774,0.158593",173
E-1999-16,E-1999-16,1999,16,16,Lannemezan - Pau,Lannemezan,France,"43.125519,0.38396",Pau,France,"43.2951,-0.370797",192
E-1999-17,E-1999-17,1999,17,17,Mourenx - Bordeaux,Mourenx,France,"43.368262,-0.620552",Bordeaux,France,"44.837789,-0.57918",200
E-1999-18,E-1999-18,1999,18,18,Jonzac - Futuroscope,Jonzac,France,"45.445368,-0.431058","Futuroscope, Poitiers",France,"
46.66680,0.36762",187
E-1999-19,E-1999-19,1999,19,19,Futuroscope - Futuroscope,"Futuroscope, Poitiers",France,"46.66680,0.36762","Futuroscope, Poitiers",France,"46.66680,0.36762",57
E-1999-20,E-1999-20,1999,20,20,Arpajon - Paris,Arpajon,France,"48.589172,2.246237",Paris,France,"48.856614,2.352222",143.5
E-1998-Prologue,E-1998-0,1998,Prologue,0,Dublin - Dublin,Dublin,Irlande,"53.349805,-6.26031",Dublin,Irlande,"53.349805,-6.26031",5.6
E-1998-1,E-1998-1,1998,1,1,Dublin - Dublin,Dublin,Irlande,"53.349805,-6.26031",Dublin,Irlande,"53.349805,-6.26031",186.5
E-1998-2,E-1998-2,1998,2,2,Enniscorthy - Cork,Enniscorthy,Irlande,"52.502197,-6.56613",Cork,Irlande,"51.896892,-8.486316",205.5
E-1998-3,E-1998-3,1998,3,3,Roscoff - Lorient,Roscoff,France,"48.726199,-3.985325",Lorient,France,"47.748252,-3.370245",169
E-1998-4,E-1998-4,1998,4,4,Plouay - Cholet,Plouay,France,"47.915138,-3.334565",Cholet,France,"47.059407,-0.879787",252
E-1998-5,E-1998-5,1998,5,5,Cholet - Châteauroux,Cholet,France,"47.059407,-0.879787",Châteauroux,France,"46.811434,1.686779",228.5
E-1998-6,E-1998-6,1998,6,6,La Châtre - Brive,La Châtre,France,"46.581832,1.986165",Brive,France,"45.159555,1.533937",204.5
E-1998-7,E-1998-7,1998,7,7,Meyrignac-l'Église - Corrèze,Meyrignac-l'Église,France,"45.399074,1.854589",Corrèze,France,"45.372114,1.873739",58
E-1998-8,E-1998-8,1998,8,8,Brive - Montauban,Brive,France,"45.159555,1.533937",Montauban,France,"44.016079,1.35295",190.5
E-1998-9,E-1998-9,1998,9,9,Montauban - Pau,Montauban,France,"44.016079,1.35295",Pau,France,"43.2951,-0.370797",210
E-1998-10,E-1998-10,1998,10,10,Pau - Luchon,Pau,France,"43.2951,-0.370797",Luchon,France,"42.788963,0.592943",196.5
E-1998-11,E-1998-11,1998,11,11,Luchon - Plateau-de-Beille,Luchon,France,"42.788963,0.592943",Plateau de Beille,France,"42.709683,1.702387",170
E-1998-12,E-1998-12,1998,12,12,Tarascon-sur-Ariège - Cap d'Agde,Tarascon-sur-Ariège,France,"42.848524,1.604815",Cap d'Agde,France,"43.280739,3.505399",222
E-1998-13,E-1998-13,1998,13,13,Frontignan la Peyrade - Carpentras,Frontignan la Peyrade,France,"43.427008,3.726749",Carpentras,France,"44.055564,5.048722",196
E-1998-14,E-1998-14,1998,14,14,Valréas - Grenoble,Valréas,France,"44.383724,4.989187",Grenoble,France,"45.188529,5.724524",186.5
E-1998-15,E-1998-15,1998,15,15,Grenoble - Les Deux Alpes,Grenoble,France,"45.188529,5.724524",Les Deux Alpes,France,"45.010099,6.125578",189
E-1998-16,E-1998-16,1998,16,16,Vizille - Albertville,Vizille,France,"45.077318,5.772412",Albertville,France,"45.675535,6.392726",204
E-1998-17,E-1998-17,1998,17,17,Albertville - Aix-les-Bains,Albertville,France,"45.675535,6.392726",Aix-les-Bains,France,"45.692341,5.908998",149
E-1998-18,E-1998-18,1998,18,18,Aix-les-Bains - Neuchâtel,Aix-les-Bains,France,"45.692341,5.908998",Neuchâtel,Suisse,"46.992979,6.931932",218.5
E-1998-19,E-1998-19,1998,19,19,La Chaux-de-Fonds - Autun,La Chaux-de-Fonds,France,"47.097872,6.821634",Autun,France,"46.950914,4.301565",242
E-1998-20,E-1998-20,1998,20,20,Montceau-les-Mines - Le Creusot,Montceau-les-Mines,France,"46.67413,4.362979",Le Creusot,France,"46.805351,4.4278",52
E-1998-21,E-1998-21,1998,21,21,Melun - Paris,Melun,France,"48.542105,2.6554",Paris,France,"48.856614,2.352222",147.5
E-1997-Prologue,E-1997-0,1997,Prologue,0,Rouen - Rouen,Rouen,France,"49.443232,1.099971",Rouen,France,"49.443232,1.099971",7.3
E-1997-1,E-1997-1,1997,1,1,Rouen - Forges-les-Eaux,Rouen,France,"49.443232,1.099971",Forges-les-Eaux,France,"49.613311,1.545886",192
E-1997-2,E-1997-2,1997,2,2,Saint-Valery-en-Caux - Vire,Saint-Valery-en-Caux,France,"49.860582,0.708557",Vire,France,"48.837781,-0.888482",262
E-1997-3,E-1997-3,1997,3,3,Vire - Plumelec,Vire,France,"48.837781,-0.888482",Plumelec,France,"47.837699,-2.639409",224
E-1997-4,E-1997-4,1997,4,4,Plumelec - Le Puy du Fou,Plumelec,France,"47.837699,-2.639409",Le Puy du Fou,France,"46.892864,-0.93268",223
E-1997-5,E-1997-5,1997,5,5,Chantonnay - La Châtre,Chantonnay,France,"46.687082,-1.050176",La Châtre,France,"46.581832,1.986165",261.5
E-1997-6,E-1997-6,1997,6,6,Le Blanc - Marennes,Le Blanc,France,"46.633239,1.064289",Marennes,France,"45.823752,-1.103998",215.5
E-1997-7,E-1997-7,1997,7,7,Marennes - Bordeaux,Marennes,France,"45.823752,-1.103998",Bordeaux,France,"44.837789,-0.57918",194
E-1997-8,E-1997-8,1997,8,8,Sauternes - Pau,Sauternes,France,"44.531032,-0.343268",Pau,France,"43.2951,-0.370797",161.5
E-1997-9,E-1997-9,1997,9,9,Pau - Loudenvielle,Pau,France,"43.2951,-0.370797",Loudenvielle,France,"42.795702,0.412744",182
E-1997-10,E-1997-10,1997,10,10,Luchon - Andorre-Arcalis,Luchon,France,"42.788963,0.592943
",Andorre-Arcalis,Andorre,"42.63247,1.49583",252.5
E-1997-11,E-1997-11,1997,11,11,Andorre - Perpignan,Andorre-la-Vieille,Andorre,"42.506285,1.521801",Perpignan,France,"42.698684,2.895872",192
E-1997-12,E-1997-12,1997,12,12,Saint-Étienne - Saint-Étienne,Saint-Étienne,France,"45.439695,4.387178",Saint-Étienne,France,"45.439695,4.387178",55.5
E-1997-13,E-1997-13,1997,13,13,Saint-Étienne - L’Alpe d’Huez,Saint-Étienne,France,"45.439695,4.387178",L’Alpe d’Huez,France,"45.092624,6.068348",203.5
E-1997-14,E-1997-14,1997,14,14,Le Bourg-d'Oisans - Courchevel,Le Bourg-d'Oisans,France,"45.051951,6.030064",Courchevel,France,"45.4203,6.61409",148
E-1997-15,E-1997-15,1997,15,15,Courchevel - Morzine,Courchevel,France,"45.4203,6.61409",Morzine,France,"46.179192,6.708877",208.5
E-1997-16,E-1997-16,1997,16,16,Morzine - Fribourg,Morzine,France,"46.179192,6.708877",Fribourg,Suisse,"46.801666,7.145568",181
E-1997-17,E-1997-17,1997,17,17,Fribourg - Colmar,Fribourg,Suisse,"46.801666,7.145568",Colmar,France,"48.079359,7.358512",218.5
E-1997-18,E-1997-18,1997,18,18,Colmar - Montbéliard,Colmar,France,"48.079359,7.358512",Montbéliard,France,"47.510356,6.798466",175.5
E-1997-19,E-1997-19,1997,19,19,Montbéliard - Dijon,Montbéliard,France,"47.510356,6.798466",Dijon,France,"47.322047,5.04148",172
E-1997-20,E-1997-20,1997,20,20,Disneyland Paris - Disneyland Paris,Marne-la-Vallée,France,"48.859276,2.598505",Marne-la-Vallée,France,"48.859276,2.598505",63
E-1997-21,E-1997-21,1997,21,21,Disneyland Paris - Paris,Marne-la-Vallée,France,"48.859276,2.598505",Paris,France,"48.856614,2.352222",149.5
E-1996-Prologue,E-1996-0,1996,Prologue,0,s-Hertogenbosch - 's-Hertogenbosch,Bois-le-Duc,Pays-Bas,"51.697816,5.303675",Bois-le-Duc,Pays-Bas,"51.697816,5.303675",9.4
E-1996-1,E-1996-1,1996,1,1,s-Hertogenbosch - 's-Hertogenbosch,Bois-le-Duc,Pays-Bas,"51.697816,5.303675",Bois-le-Duc,Pays-Bas,"51.697816,5.303675",209
E-1996-2,E-1996-2,1996,2,2,s-Hertogenbosch - Wasquehal,Bois-le-Duc,Pays-Bas,"51.697816,5.303675",Wasquehal,France,"50.669276,3.130782",247.5
