ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Coordonnées Départs,Longitude départs,Latitude départs,Ville arrivée,Pays Arrivée,Coordonnées arrivées,Longitude arrivées,Latitude arrivées,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1985-22,1985,22,Orléans - Paris,Orléans,France,"1.909251,47.902964",1.909251,47.902964,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,217.5,,Ludwig Wijnants Drapeau belge Belgique,,Kim Andersen Drapeau du Danemark Danemark,
E-1985-3,1985,3,Vitré - Fougères,Vitré,France,"-1.21543,48.124746",-1.21543,48.124746,Luz-Ardiden,France,"-0.061335,42.885105",-0.061335,42.885105,75,(CLM),Bernard Hinault Drapeau de France France,,Bernard Hinault Drapeau de France France,
E-1985-4,1985,4,Fougères - Pont-Audemer,Fougères,France,"-1.204626,48.351561",-1.204626,48.351561,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,195,,Luis Herrera Drapeau de Colombie Colombie,,Bernard Hinault Drapeau de France France,
E-1985-5,1985,5,Neufchâtel-en-Bray - Roubaix,Neufchâtel-en-Bray,France,"1.441891,49.732771",1.441891,49.732771,Limoges,France,"1.261105,45.833619",1.261105,45.833619,31.8,(CLM),Eric Vanderaerden Drapeau belge Belgique,,Bernard Hinault Drapeau de France France,
E-1985-6,1985,6,Roubaix - Reims,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,Lac de Vassivière,France,"1.87608,45.791652",1.87608,45.791652,179,,Luis Herrera Drapeau de Colombie Colombie,,Bernard Hinault Drapeau de France France,
E-1985-7,1985,7,Reims - Nancy,Reims,France,"4.031696,49.258329",4.031696,49.258329,Paris,France,"2.352222,48.856614",2.352222,48.856614,237.5,,Eduardo Chozas Drapeau d'Espagne Espagne,,Bernard Hinault Drapeau de France France,
E-1985-8,1985,8,Sarrebourg - Strasbourg,Sarrebourg,France,"7.052587,48.732663",7.052587,48.732663,Col d'Aubisque,France,"-0.339673,42.97657",-0.339673,42.97657,173.5,,Maarten Ducrot Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
E-1985-9,1985,9,Strasbourg - Épinal,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,204.5,,Jørgen Vagn Pedersen Drapeau du Danemark Danemark,,Bernard Hinault Drapeau de France France,
E-1985-Prologue,1985,Prologue,Plumelec - Plumelec,Plumelec,France,"-2.639409,47.837699",-2.639409,47.837699,Plumelec,France,"-2.639409,47.837699",-2.639409,47.837699,196,,Rudy Matthijs Drapeau belge Belgique,,Bernard Hinault Drapeau de France France,
E-1986-1,1986,1,Nanterre - Sceaux,Nanterre,France,"2.215331,48.892423",2.215331,48.892423,Sceaux,France,"2.295092,48.778016",2.295092,48.778016,4.6,(CLM),Drapeau de France Thierry Marie (FRA),,Drapeau de France Thierry Marie (FRA),
E-1986-10,1986,10,Nantes - Futuroscope,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Saint-Quentin-en-Yvelines,France,"2.0192,48.771652",2.0192,48.771652,258.5,,Drapeau de Belgique Rudy Dhaenens (BEL),,Drapeau du Danemark Jørgen Vagn Pedersen (DEN),
E-1986-11,1986,11,Poitiers - Bordeaux,Poitiers,France,"0.340375,46.580224",0.340375,46.580224,Liévin,France,"2.775222,50.417921",2.775222,50.417921,246.5,,Drapeau de France Jean-François Bernard (FRA),,Drapeau de France Bernard Hinault (FRA),
E-1986-12,1986,12,Bayonne - Pau,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Évreux,France,"1.151361,49.027013",1.151361,49.027013,179.5,,Drapeau d'Espagne Eduardo Chozas (ESP),,Drapeau des États-Unis Greg LeMond (USA),
E-1986-13,1986,13,Pau - Superbagnères,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,Villers-sur-Mer,France,"-0.005321,49.321744",-0.005321,49.321744,162.5,,Drapeau de France Bernard Hinault (FRA),,Drapeau des États-Unis Greg LeMond (USA),
E-1986-14,1986,14,Luchon - Blagnac,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,179.5,,Drapeau d'Espagne Julián Gorospe (ESP),,Drapeau des États-Unis Greg LeMond (USA),
E-1986-15,1986,15,Carcassonne - Nîmes,Carcassonne,France,"2.353663,43.212161",2.353663,43.212161,Saint-Hilaire-du-Harcouët,France,"-1.092034,48.577086",-1.092034,48.577086,58,(CLM),Drapeau de France Bernard Hinault (FRA),,Drapeau des États-Unis Greg LeMond (USA),
E-1986-16,1986,16,Nîmes - Gap,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,190,,Drapeau de Suisse Erich Maechler (SUI),,Drapeau des États-Unis Greg LeMond (USA),
E-1986-17,1986,17,Gap - Col de Granon,Gap,France,"6.079758,44.559638",6.079758,44.559638,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,194,,Drapeau d'Italie Guido Bontempi (ITA),,Drapeau des États-Unis Greg LeMond (USA),
E-1986-18,1986,18,Briançon - L'Alpe-d'Huez,Briançon,France,"6.643179,44.899416",6.643179,44.899416,"Futuroscope, Poitiers",France,"0.343334,46.583258",0.343334,46.583258,85,,Drapeau de Belgique Pol Verschuere (BEL),,Drapeau du Canada Alex Stieda (CAN),
E-1986-19,1986,19,Villard-de-Lans - Saint-Étienne,Villard-de-Lans,France,"5.55227,45.070641",5.55227,45.070641,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,56,(CLM par équipes),Drapeau de France Système U (FRA),,Drapeau de France Thierry Marie (FRA),
E-1986-2,1986,2,Meudon - Saint-Quentin-en-Yvelines,Meudon,France,"2.23847,48.812995",2.23847,48.812995,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,214,,Drapeau des États-Unis Davis Phinney (USA),,Drapeau de France Thierry Marie (FRA),
E-1986-20,1986,20,Saint-Étienne - Saint-Étienne,Saint-Étienne,France,"4.387178,45.439695",4.387178,45.439695,Superbagnères,France,"0.576927,42.768576",0.576927,42.768576,243,,Drapeau d'Espagne Pello Ruiz Cabestany (ESP),,Drapeau de France Dominique Gaigne (FRA),
E-1986-21,1986,21,Saint-Étienne - Puy de Dôme,Saint-Étienne,France,"4.387178,45.439695",4.387178,45.439695,Blagnac,France,"1.39703,43.635087",1.39703,43.635087,124.5,,Drapeau des Pays-Bas Johan van der Velde (NED),,Drapeau des Pays-Bas Johan van der Velde (NED),
E-1986-22,1986,22,Clermont-Ferrand - Nevers,Clermont-Ferrand,France,"3.087025,45.777222",3.087025,45.777222,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,200,,Drapeau d'Italie Guido Bontempi (ITA),,Drapeau des Pays-Bas Johan van der Velde (NED),
E-1986-23,1986,23,Cosne-sur-Loire - Paris,Cosne-sur-Loire,France,"2.9275,47.4122",2.9275,47.4122,Gap,France,"6.079758,44.559638",6.079758,44.559638,201,,Drapeau de Belgique Ludo Peeters (BEL),,Drapeau du Danemark Jørgen Vagn Pedersen (DEN),
E-1986-3,1986,3,Levallois-Perret - Liévin,Levallois-Perret,France,"2.287864,48.893217",2.287864,48.893217,Col de Granon,France,"6.611931,44.963029",6.611931,44.963029,204,,Drapeau de Belgique Eddy Planckaert (BEL),,Drapeau du Danemark Jørgen Vagn Pedersen (DEN),
E-1986-4,1986,4,Liévin - Évreux,Liévin,France,"2.775222,50.417921",2.775222,50.417921,L'Alpe-d'Huez,France,"6.068348,45.092624",6.068348,45.092624,61.5,(CLM),Drapeau de France Bernard Hinault (FRA),,Drapeau du Danemark Jørgen Vagn Pedersen (DEN),
E-1986-5,1986,5,Évreux - Villers-sur-Mer,Évreux,France,"1.151361,49.027013",1.151361,49.027013,Saint-Étienne,France,"4.387178,45.439695",4.387178,45.439695,183,,Drapeau d'Espagne Jose-Angel Sarrapio (ESP),,Drapeau du Danemark Jørgen Vagn Pedersen (DEN),
E-1986-6,1986,6,Villers-sur-Mer - Cherbourg,Villers-sur-Mer,France,"-0.005321,49.321744",-0.005321,49.321744,Saint-Étienne,France,"4.387178,45.439695",4.387178,45.439695,217.5,,Drapeau d'Espagne Pedro Delgado (ESP),,Drapeau de France Bernard Hinault (FRA),
E-1986-7,1986,7,Cherbourg - Saint-Hilaire-du-Harcouët,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,Puy de Dôme,France,"3.015582,45.712414",3.015582,45.712414,186,,Drapeau des États-Unis Greg LeMond (USA),,Drapeau de France Bernard Hinault (FRA),
E-1986-8,1986,8,Saint-Hilaire-du-Harcouët - Nantes,Saint-Hilaire-du-Harcouët,France,"-1.092034,48.577086",-1.092034,48.577086,Nevers,France,"3.162845,46.990896",3.162845,46.990896,154,,Drapeau de Suisse Niki Rüttimann (SUI),,Drapeau de France Bernard Hinault (FRA),
E-1986-9,1986,9,Nantes - Nantes,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Paris,France,"2.352222,48.856614",2.352222,48.856614,225.5,,Drapeau de Belgique Frank Hoste (BEL),,Drapeau de France Bernard Hinault (FRA),
E-1986-Prologue,1986,Prologue,Boulogne-Billancourt - Boulogne-Billancourt,Boulogne-Billancourt,France,"2.237803,48.84325",2.237803,48.84325,Boulogne-Billancourt,France,"2.237803,48.84325",2.237803,48.84325,255,,Drapeau d'Italie Guido Bontempi (ITA),,Drapeau des États-Unis Greg LeMond (USA),
E-1987-1,1987,1,Berlin - Berlin,Berlin,Allemagne,"13.406091,52.519171",13.406091,52.519171,Berlin,Allemagne,"13.406091,52.519171",13.406091,52.519171,6.1,(CLM),Drapeau des Pays-Bas Jelle Nijdam (NED),,Drapeau des Pays-Bas Jelle Nijdam (NED),
E-1987-10,1987,10,Saumur - Futuroscope,Saumur,France,"-0.080893,47.260135",-0.080893,47.260135,Berlin,Allemagne,"13.406091,52.519171",13.406091,52.519171,255,,Drapeau de France Martial Gayant (FRA),,Drapeau de France Martial Gayant (FRA),
E-1987-11,1987,11,Poitiers - Chaumeil,Poitiers,France,"0.340375,46.580224",0.340375,46.580224,Stuttgart,Allemagne,"9.181759,48.775418",9.181759,48.775418,36.5,Étape de montagne (CLM),Drapeau de France Jean-François Bernard (FRA),,Drapeau de France Jean-François Bernard (FRA),
E-1987-12,1987,12,Brive - Bordeaux,Brive,France,"1.533937,45.159555",1.533937,45.159555,Pforzheim,Allemagne,"8.693293,48.892638",8.693293,48.892638,185,Étape de montagne,Drapeau d'Espagne Pedro Delgado (ESP),,Drapeau d'Irlande Stephen Roche (IRL),
E-1987-13,1987,13,Bayonne - Pau,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,201,Étape de montagne,Drapeau d'Espagne Federico Echave (ESP),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1987-14,1987,14,Pau - Luz-Ardiden,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,Épinal,France,"6.449403,48.172402",6.449403,48.172402,185.5,Étape de montagne,Drapeau de France Laurent Fignon (FRA),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1987-15,1987,15,Tarbes - Blagnac,Tarbes,France,"0.078082,43.232951",0.078082,43.232951,Troyes,France,"4.074735,48.296592",4.074735,48.296592,186,Étape de montagne,Drapeau d'Espagne Eduardo Chozas (ESP),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1987-16,1987,16,Blagnac - Millau,Blagnac,France,"1.39703,43.635087",1.39703,43.635087,Épinay-sous-Sénart,France,"2.515825,48.693052",2.515825,48.693052,224.5,,Drapeau de France Régis Clère (FRA),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1987-17,1987,17,Millau - Avignon,Millau,France,"3.077801,44.100575",3.077801,44.100575,Renazé,France,"-1.055709,47.79326",-1.055709,47.79326,38,(CLM),Drapeau de France Jean-François Bernard (FRA),,Drapeau d'Irlande Stephen Roche (IRL),
E-1987-18,1987,18,Carpentras - Mont Ventoux,Carpentras,France,"5.048722,44.055564",5.048722,44.055564,"Futuroscope, Poitiers",France,"0.343334,46.583258",0.343334,46.583258,105.5,,Drapeau des Pays-Bas Nico Verhoeven (NED),,Drapeau de Pologne Lech Piasecki (POL),
E-1987-19,1987,19,Valréas - Villard-de-Lans,Valréas,France,"4.989187,44.383724",4.989187,44.383724,Chaumeil,France,"1.880782,45.456016",1.880782,45.456016,40,(CLM par équipes),Drapeau d'Italie Carrera (ITA),,Drapeau de Pologne Lech Piasecki (POL),
E-1987-2,1987,2,Berlin - Berlin,Berlin,Allemagne,"13.406091,52.519171",13.406091,52.519171,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,219,,Drapeau du Portugal Acácio da Silva (POR),,Drapeau de Suisse Erich Maechler (SUI),
E-1987-20,1987,20,Villard-de-Lans - L'Alpe-d'Huez,Villard-de-Lans,France,"5.55227,45.070641",5.55227,45.070641,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,79,,Drapeau de Belgique Herman Frison (BEL),,Drapeau de Suisse Erich Maechler (SUI),
E-1987-21,1987,21,Bourg-d'Oisans - La Plagne,Bourg-d'Oisans,France,"6.030064,45.051951",6.030064,45.051951,Luz-Ardiden,France,"-0.061335,42.885105",-0.061335,42.885105,112.5,,Drapeau de Belgique Marc Sergeant (BEL),,Drapeau de Suisse Erich Maechler (SUI),
E-1987-22,1987,22,La Plagne - Morzine,La Plagne,France,"6.659294,45.509874",6.659294,45.509874,Blagnac,France,"1.39703,43.635087",1.39703,43.635087,169,Étape de montagne,Drapeau de France Christophe Lavainne (FRA),,Drapeau de Suisse Erich Maechler (SUI),
E-1987-23,1987,23,Saint-Julien-en-Genevois - Dijon,Saint-Julien-en-Genevois,France,"6.081338,46.144516",6.081338,46.144516,Millau,France,"3.077801,44.100575",3.077801,44.100575,211,,Drapeau d'Espagne Manuel-Jorge Dominguez (ESP),,Drapeau de Suisse Erich Maechler (SUI),
E-1987-24,1987,24,Dijon - Dijon-Prenois,Dijon,France,"5.04148,47.322047",5.04148,47.322047,Avignon,France,"4.805528,43.949317",4.805528,43.949317,205.5,,Drapeau des Pays-Bas Jean-Paul van Poppel (NED),,Drapeau de Suisse Erich Maechler (SUI),
E-1987-25,1987,25,Créteil - Paris,Créteil,France,"2.455572,48.790367",2.455572,48.790367,Mont Ventoux,France,"5.283795,44.173925",5.283795,44.173925,260,,Drapeau des Pays-Bas Adrie van der Poel (NED),,Drapeau de Suisse Erich Maechler (SUI),
E-1987-3,1987,3,Karlsruhe - Stuttgart,Karlsruhe,Allemagne,"8.379944,49.009148",8.379944,49.009148,Villard-de-Lans,France,"5.55227,45.070641",5.55227,45.070641,87.5,(CLM),Drapeau d'Irlande Stephen Roche (IRL),,Drapeau de France Charly Mottet (FRA),
E-1987-4,1987,4,Stuttgart - Pforzheim,Stuttgart,Allemagne,"9.181759,48.775418",9.181759,48.775418,L'Alpe-d'Huez,France,"6.068348,45.092624",6.068348,45.092624,228,,Drapeau des États-Unis Davis Phinney (USA),,Drapeau de France Martial Gayant (FRA),
E-1987-5,1987,5,Pforzheim - Strasbourg,Pforzheim,Allemagne,"8.693293,48.892638",8.693293,48.892638,La Plagne,France,"6.659294,45.509874",6.659294,45.509874,219,Étape de montagne,Drapeau des Pays-Bas Erik Breukink (NED),,Drapeau de France Charly Mottet (FRA),
E-1987-6,1987,6,Strasbourg - Épinal,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,Morzine,France,"6.708877,46.179192",6.708877,46.179192,166,Étape de montagne,Drapeau de Norvège Dag Otto Lauritzen (NOR),,Drapeau de France Charly Mottet (FRA),
E-1987-7,1987,7,Épinal - Troyes,Épinal,France,"6.449403,48.172402",6.449403,48.172402,Dijon,France,"5.04148,47.322047",5.04148,47.322047,164,,Drapeau d'Allemagne Rolf Gölz (GER),,Drapeau de France Charly Mottet (FRA),
E-1987-8,1987,8,Troyes - Épinay-sous-Sénart,Troyes,France,"4.074735,48.296592",4.074735,48.296592,Prenois,France,"4.905415,47.376361",4.905415,47.376361,216.5,Étape de montagne,Drapeau de France Régis Clère (FRA),,Drapeau de France Charly Mottet (FRA),
E-1987-9,1987,9,Orléans - Renazé,Orléans,France,"1.909251,47.902964",1.909251,47.902964,Paris,France,"2.352222,48.856614",2.352222,48.856614,239,Étape de montagne,Drapeau des Pays-Bas Jean-Paul van Poppel (NED),,Drapeau de France Charly Mottet (FRA),
E-1987-Prologue,1987,Prologue,Berlin - Berlin,Berlin,Allemagne,"13.406091,52.519171",13.406091,52.519171,Berlin,Allemagne,"13.406091,52.519171",13.406091,52.519171,192,,Drapeau des États-Unis Jeff Pierce (USA),,Drapeau d'Irlande Stephen Roche (IRL),
E-1988-1,1988,1,Pontchâteau - Machecoul,Pontchâteau,France,"-2.089536,47.436929",-2.089536,47.436929,Machecoul,France,"-1.817202,46.992283",-1.817202,46.992283,1,(CLM par équipes),Drapeau d'Italie Guido Bontempi (ITA),,Drapeau d'Italie Guido Bontempi (ITA),
E-1988-10,1988,10,Belfort - Besançon,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Ancenis,France,"-1.177491,47.365464",-1.177491,47.365464,232,Étape de montagne,Drapeau de Colombie Fabio Parra (COL),,Drapeau du Canada Steve Bauer (CAN),
E-1988-11,1988,11,Besançon - Morzine,Besançon,France,"6.024054,47.237829",6.024054,47.237829,Le Mans,France,"0.199556,48.00611",0.199556,48.00611,187.5,Étape de montagne,Drapeau d'Espagne Laudelino Cubino (ESP),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-12,1988,12,Morzine - L'Alpe d'Huez,Morzine,France,"6.708877,46.179192",6.708877,46.179192,Évreux,France,"1.151361,49.027013",1.151361,49.027013,38,,Drapeau des Pays-Bas Adrie van der Poel (NED),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-13,1988,13,Grenoble - Villard-de-Lans,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Liévin,France,"2.775222,50.417921",2.775222,50.417921,210,,Drapeau des Pays-Bas Jean-Paul van Poppel (NED),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-14,1988,14,Blagnac - Guzet-Neige,Blagnac,France,"1.39703,43.635087",1.39703,43.635087,Wasquehal,France,"3.130782,50.669276",3.130782,50.669276,93.5,,Drapeau d'Italie Gianni Bugno (ITA),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-15,1988,15,Saint-Girons - Luz-Ardiden,Saint-Girons,France,"1.146088,42.982876",1.146088,42.982876,Reims,France,"4.031696,49.258329",4.031696,49.258329,188,Étape de montagne,Drapeau du Danemark Johnny Weltz (DEN),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-16,1988,16,Tarbes - Pau,Tarbes,France,"0.078082,43.232951",0.078082,43.232951,Nancy,France,"6.184417,48.692054",6.184417,48.692054,223.5,,Drapeau de France Thierry Marie (FRA),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-17,1988,17,Pau - Bordeaux,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,46,(CLM),Drapeau d'Espagne Juan Martínez Oliver (ESP),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-18,1988,18,Ruelle-sur-Touvre - Limoges,Ruelle-sur-Touvre,France,"0.219218,45.676762",0.219218,45.676762,Besançon,France,"6.024054,47.237829",6.024054,47.237829,91.5,,Drapeau du Canada Steve Bauer (CAN),,Drapeau du Canada Steve Bauer (CAN),
E-1988-19,1988,19,Limoges - Puy de Dôme,Limoges,France,"1.261105,45.833619",1.261105,45.833619,Morzine,France,"6.708877,46.179192",6.708877,46.179192,48,(CLM par équipes),Drapeau des Pays-Bas Panasonic (NED),,Drapeau des Pays-Bas Teun van Vliet (NED),
E-1988-2,1988,2,La Haie-Fouassière - Ancenis,La Haie-Fouassière,France,"-1.399547,47.1556",-1.399547,47.1556,L'Alpe d'Huez,France,"6.068348,45.092624",6.068348,45.092624,213.5,,Drapeau des Pays-Bas Jean-Paul van Poppel (NED),,Drapeau des Pays-Bas Teun van Vliet (NED),
E-1988-20,1988,20,Clermont-Ferrand - Chalon-sur-Saône,Clermont-Ferrand,France,"3.087025,45.777222",3.087025,45.777222,Villard-de-Lans,France,"5.55227,45.070641",5.55227,45.070641,158,,Drapeau du Portugal Acácio da Silva (POR),,Drapeau des Pays-Bas Teun van Vliet (NED),
E-1988-21,1988,21,Santenay - Santenay,Santenay,France,"4.696534,46.912833",4.696534,46.912833,"Guzet-Neige, Ustou",France,"1.299708,42.779877",1.299708,42.779877,147.5,,Drapeau des Pays-Bas Jelle Nijdam (NED),,Drapeau des Pays-Bas Henk Lubberding (NED),
E-1988-22,1988,22,Nemours - Paris,Nemours,France,"2.692611,48.267043",2.692611,48.267043,Luz-Ardiden,France,"-0.061335,42.885105",-0.061335,42.885105,52,(CLM),Drapeau de Grande-Bretagne Sean Yates (GBR),,Drapeau des Pays-Bas Jelle Nijdam (NED),
E-1988-3,1988,3,Nantes - Le Mans,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,225.5,,Drapeau d'Italie Valerio Tebaldi (ITA),,Drapeau des Pays-Bas Jelle Nijdam (NED),
E-1988-4,1988,4,Le Mans - Évreux,Le Mans,France,"0.199556,48.00611",0.199556,48.00611,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,219,,Drapeau d'Allemagne Rolf Gölz (GER),,Drapeau du Canada Steve Bauer (CAN),
E-1988-5,1988,5,Neufchâtel-en-Bray - Liévin,Neufchâtel-en-Bray,France,"1.441891,49.732771",1.441891,49.732771,Limoges,France,"1.261105,45.833619",1.261105,45.833619,160.5,Étape de montagne,Drapeau de France Jérôme Simon (FRA),,Drapeau du Canada Steve Bauer (CAN),
E-1988-6,1988,6,Liévin - Wasquehal,Liévin,France,"2.775222,50.417921",2.775222,50.417921,Puy de Dôme,France,"3.015582,45.712414",3.015582,45.712414,149.5,Étape de montagne,Drapeau des Pays-Bas Jean-Paul van Poppel (NED),,Drapeau du Canada Steve Bauer (CAN),
E-1988-7,1988,7,Wasquehal - Reims,Wasquehal,France,"3.130782,50.669276",3.130782,50.669276,Chalon-sur-Saône,France,"4.853947,46.780764",4.853947,46.780764,227,Étape de montagne,Drapeau des Pays-Bas Steven Rooks (NED),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-8,1988,8,Reims - Nancy,Reims,France,"4.031696,49.258329",4.031696,49.258329,Santenay,France,"4.696534,46.912833",4.696534,46.912833,38,Étape de montagne (CLM),Drapeau d'Espagne Pedro Delgado (ESP),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-9,1988,9,Nancy - Strasbourg,Nancy,France,"6.184417,48.692054",6.184417,48.692054,Paris,France,"2.352222,48.856614",2.352222,48.856614,163,Étape de montagne,Drapeau d'Italie Massimo Ghirotto (ITA),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1988-Préface,1988,Préface,Pornichet - La Baule,Pornichet,France,"-2.340571,47.263426",-2.340571,47.263426,La Baule,France,"-2.393236,47.285448",-2.393236,47.285448,172.5,,Drapeau des Pays-Bas Jean-Paul van Poppel (NED),,Drapeau d'Espagne Pedro Delgado (ESP),
E-1989-1,1989,1,Luxembourg - Luxembourg,Luxembourg,Luxembourg,"6.129583,49.815273",6.129583,49.815273,Luxembourg,Luxembourg,"6.129583,49.815273",6.129583,49.815273,7.8,(CLM),Drapeau des Pays-Bas Erik Breukink (NED),,Drapeau des Pays-Bas Erik Breukink (NED),
E-1989-10,1989,10,Cauterets - Superbagnères,Cauterets,France,"-0.114246,42.889054",-0.114246,42.889054,Luxembourg,Luxembourg,"6.129583,49.815273",6.129583,49.815273,158.5,,Drapeau des Pays-Bas Mathieu Hermans (NED),,Drapeau de France Laurent Fignon (FRA),
E-1989-11,1989,11,Luchon - Blagnac,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Francorchamps,Belgique,"5.952214,50.454346",5.952214,50.454346,240,Étape de montagne,Drapeau des Pays-Bas Jelle Nijdam (NED),,Drapeau de France Laurent Fignon (FRA),
E-1989-12,1989,12,Toulouse - Montpellier,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,Wasquehal,France,"3.130782,50.669276",3.130782,50.669276,39,Étape de montagne (CLM),Drapeau des Pays-Bas Steven Rooks (NED),,Drapeau des États-Unis Greg LeMond (USA),
E-1989-13,1989,13,Montpellier - Marseille,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,Rennes,France,"-1.675708,48.113475",-1.675708,48.113475,175,Étape de montagne,Drapeau de Suisse Pascal Richard (SUI),,Drapeau des États-Unis Greg LeMond (USA),
E-1989-14,1989,14,Marseille - Gap,Marseille,France,"5.36978,43.296482",5.36978,43.296482,"Futuroscope, Poitiers",France,"0.343334,46.583258",0.343334,46.583258,165,Étape de montagne,Drapeau des Pays-Bas GJ Theunisse (NED),,Drapeau de France Laurent Fignon (FRA),
E-1989-15,1989,15,Gap - Orcières-Merlette,Gap,France,"6.079758,44.559638",6.079758,44.559638,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,91.5,Étape de montagne,Drapeau de France Laurent Fignon (FRA),,Drapeau de France Laurent Fignon (FRA),
E-1989-16,1989,16,Gap - Briançon,Gap,France,"6.079758,44.559638",6.079758,44.559638,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,125,Étape de montagne,Drapeau des États-Unis Greg LeMond (USA),,Drapeau de France Laurent Fignon (FRA),
E-1989-17,1989,17,Briançon - L'Alpe d'Huez,Briançon,France,"6.643179,44.899416",6.643179,44.899416,Cauterets Cambasque,France,"-0.114153,42.888535",-0.114153,42.888535,130,,Drapeau d'Italie Giovanni Fidanza (ITA),,Drapeau de France Laurent Fignon (FRA),
E-1989-18,1989,18,Le Bourg-d'Oisans - Villard-de-Lans,Le Bourg-d'Oisans,France,"6.030064,45.051951",6.030064,45.051951,Superbagnères,France,"0.576927,42.768576",0.576927,42.768576,135.5,,Drapeau du Portugal Acácio da Silva (POR),,Drapeau du Portugal Acácio da Silva (POR),
E-1989-19,1989,19,Villard-de-Lans - Aix-les-Bains,Villard-de-Lans,France,"5.55227,45.070641",5.55227,45.070641,Blagnac,France,"1.39703,43.635087",1.39703,43.635087,46,(CLM par équipes),Drapeau de France Super U (FRA),,Drapeau du Portugal Acácio da Silva (POR),
E-1989-2,1989,2,Luxembourg,Luxembourg,Luxembourg,"6.129583,49.815273",6.129583,49.815273,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,241,,Drapeau du Mexique Raúl Alcalá (MEX),,Drapeau du Portugal Acácio da Silva (POR),
E-1989-20,1989,20,Aix-les-Bains - L'Isle-d'Abeau,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,Marseille,France,"5.36978,43.296482",5.36978,43.296482,255,,Drapeau des Pays-Bas Jelle Nijdam (NED),,Drapeau du Portugal Acácio da Silva (POR),
E-1989-21,1989,21,Versailles - Paris,Versailles,France,"2.130122,48.801408",2.130122,48.801408,Gap,France,"6.079758,44.559638",6.079758,44.559638,73,(CLM),Drapeau des États-Unis Greg LeMond (USA),,Drapeau des États-Unis Greg LeMond (USA),
E-1989-3,1989,3,Luxembourg - Spa-Francorchamps,Luxembourg,Luxembourg,"6.129583,49.815273",6.129583,49.815273,Orcières-Merlette,France,"6.320161,44.695221",6.320161,44.695221,259,,Drapeau de France Joël Pelier (FRA),,Drapeau des États-Unis Greg LeMond (USA),
